Fecha ;PM10;PM2.5;Vel Viento;Dir Viento;NO;NO2;NOX;SO2;CO;OZONO;BC;Temperatura;Presion Baro;HR;Precipitacion ;Rad Solar
01-01-2024 01:00;37,1;26,2;0,2;245;0;24,5;45,3;1,6;0,78;0;0;13,9;565;0;0;0
01-01-2024 02:00;37,9;19;0,2;251;0;23,2;38,9;1,5;0,72;0,2;0;13,4;564;0;0;0
01-01-2024 03:00;43,8;33,8;0,1;223;0;20,7;37,7;1,5;0,75;0,2;0;13;564;0;0;0
01-01-2024 04:00;48,7;42,6;0,1;241;0;19,8;42,1;1,6;0,79;0,1;0;13,3;564;0;0;0
01-01-2024 05:00;67,6;46,1;0,3;246;0;19,5;35,3;1,4;0,67;0,4;0;13,2;564;0;0,1;0
01-01-2024 06:00;54,6;43,1;0,5;297;0;18,1;28,8;1,4;0,58;1,1;0;13,2;564;0;0;0
01-01-2024 07:00;46,3;36,6;0,3;299;0;16,1;25;1,3;0,55;1,3;0;12,7;565;0;0;51
01-01-2024 08:00;40,3;39,3;0,7;333;0;16,4;25,5;1,2;0,49;4,7;0;14,7;565;0;0;245
01-01-2024 09:00;32,9;27,9;0,8;36;0;17,3;23,2;1,1;0,41;9,2;0;17;565;0;0;459
01-01-2024 10:00;23,8;19,8;1,1;22;0;16,5;20,9;1,2;0,38;11,3;0;17,8;565;0;0;421
01-01-2024 11:00;17,9;14;1,4;88;0;16,5;20;1,2;0,34;10,5;0;17,9;565;0;0;317
01-01-2024 12:00;13,4;9,8;1,1;29;0;16,5;19,5;1,1;0,33;11;0;19,3;565;0;0;533
01-01-2024 13:00;10,9;6,9;1,2;329;0;16,9;19,5;1,2;0,33;13;0;20,9;564;0;0;790
01-01-2024 14:00;9;4,9;1;305;0;17,7;20,1;1,1;0,34;15,1;0;22,2;564;0;0;732
01-01-2024 15:00;7,6;3,5;0,9;7;0;18,1;20,6;1,2;0,34;14;0;21,4;563;0;0;318
01-01-2024 16:00;9,4;2,6;2,4;255;0;18,5;20,7;1,2;0,36;19,9;0;20,7;563;0;0;417
01-01-2024 17:00;17,9;2;2;244;0;18,6;19,6;1,2;0,35;21,6;0;18,9;563;0;0;127
01-01-2024 18:00;12,4;1,5;1,4;251;0;19,8;20,7;1,3;0,36;17,8;0;17,2;563;0;0;16
01-01-2024 19:00;16,2;1,3;1;233;0;19,8;20,6;1,2;0,4;13,6;0;16,1;564;0;0;0
01-01-2024 20:00;18,1;10,2;0,8;234;0;19,1;20,1;1,1;0,39;10,8;0;15,3;564;0;0;0
01-01-2024 21:00;21,9;12,4;0,2;202;0;18,8;19,9;1,1;0,4;7,9;0;14,7;565;0;0;0
01-01-2024 22:00;18,2;11,5;0,2;282;0;21,4;23,9;1,2;0,52;2,5;0;14,2;565;0;0;0
01-01-2024 23:00;----;21,9;0,1;210;0;19,6;23,2;1,2;0,54;1,7;0;13,6;565;0;0;0
01-01-2024 24:00;----;15,7;0,1;222;0;18,9;23,9;1,2;0,51;1,5;0;13,9;565;0;0;0
02-01-2024 01:00;----;47,8;0,3;270;0;19,1;24;1,2;0,44;1,9;0;14,2;564;0;0;0
02-01-2024 02:00;----;33,7;0,6;274;0;20,7;26;1,3;0,43;2;0;13,8;564;0;0;0
02-01-2024 03:00;----;23,4;0,2;275;0;16,8;21,3;1,2;0,4;2,1;0;13,3;564;0;0;0
02-01-2024 04:00;----;16,8;0,4;264;0;15,8;20,4;1,2;0,38;1,9;0;13,4;563;0;0;0
02-01-2024 05:00;15,2;13;0,1;183;0;18;23,2;1,2;0,41;0,9;0;13,3;564;0;0;0
02-01-2024 06:00;17,7;17,4;0,2;262;0;18,6;29,3;1,3;0,5;0,4;0;12,4;564;0;0;0
02-01-2024 07:00;23;14,8;0,1;215;0;20;49,1;1,6;0,71;0,4;0;12,9;564;0;0;20
02-01-2024 08:00;22;17,3;0,6;278;0;18,6;47,7;1,7;0,73;3;0;14,3;565;0;0;143
02-01-2024 09:00;34,2;12,6;1,5;343;0;16,3;28,7;1,4;0,49;9,6;0;15,8;565;0;0;347
02-01-2024 10:00;24,8;10,4;0,9;178;0;16,8;24,3;1,2;0,42;11,9;0;17,5;565;0;0;549
02-01-2024 11:00;20,8;8,7;1;190;0;17;22;1,2;0,4;13,3;0;19,1;565;0;0;667
02-01-2024 12:00;22,8;6,9;1,4;322;0;17,8;21,8;1,2;0,39;16;0;20,2;564;0;0;700
02-01-2024 13:00;18;9,2;1,3;294;0;17,6;20,3;1,3;0,37;17,4;0;20,5;564;0;0;507
02-01-2024 14:00;14,1;8;1,2;303;0;17,4;19,4;1,3;0,36;18,1;0;21,6;563;0;0;601
02-01-2024 15:00;11,6;6,2;2,2;246;0;18,6;20;1,3;0,37;25,8;0;20,2;563;0;0;293
02-01-2024 16:00;20,9;20,1;2,1;246;0;18,5;19,4;1,3;0,36;25,2;0;18,8;563;0;0;182
02-01-2024 17:00;32,8;15,5;1,9;239;0;18,7;19,4;1,2;0,37;25,3;0;17,8;563;0;0;94
02-01-2024 18:00;27,8;13,1;1,6;246;0;19,1;19,7;1,2;0,38;22,3;0;16,7;563;0;0;22
02-01-2024 19:00;32,8;24,3;0,9;260;0;20,1;20,8;1,3;0,4;12,5;0;15,9;563;0;0;0
02-01-2024 20:00;26,8;26,8;0,7;218;0;21,3;22,2;1,2;0,43;11;0;15,2;564;0;0;0
02-01-2024 21:00;24,1;19,5;0,5;239;0;23;24,2;1,2;0,48;9,5;0;14,3;564;0;0;0
02-01-2024 22:00;25,1;14;0,4;228;0;23,2;24,8;1,2;0,52;7,1;0;13,9;565;0;0;0
02-01-2024 23:00;21,6;14,7;0,2;196;0;23,3;25,3;1,2;0,53;4,9;0;13,3;565;0;0;0
02-01-2024 24:00;31,8;19,3;0,2;204;0;23,8;27,3;1,2;0,59;1,4;0;12,9;565;0;0;0
03-01-2024 01:00;34,1;24,2;0,2;241;0;23,1;27,5;1,2;0,38;1,9;0;13,3;564;0;0;0
03-01-2024 02:00;31,7;21,5;0,2;263;0;22,6;29,8;1,2;0,33;0,9;0;12,8;564;0;0;0
03-01-2024 03:00;----;34,7;0,1;285;0;21,5;31,1;1,1;0,34;0,2;0;12,4;564;0;0;0
03-01-2024 04:00;25,3;25,3;0,2;289;0;20,6;33,4;1,3;0,36;0,3;0;12,1;564;0;0;0
03-01-2024 05:00;29,4;17,9;0,2;281;0;19,2;32,6;1,3;0,35;0,2;0;11,4;564;0;0;0
03-01-2024 06:00;30,9;12,8;0,2;271;0;18,5;33;1,3;0,35;0,2;0;10,5;564;0;0;0
03-01-2024 07:00;29;10,3;0,3;282;0;17,2;38;1,5;0,44;0,3;0;10,6;565;0;0;48
03-01-2024 08:00;23,1;22,9;0,4;351;0;18,7;52,3;3;0,53;1,8;0;13,6;565;0;0;245
03-01-2024 09:00;33,9;16,9;1;341;0;19,5;44,2;2,3;0,45;6,3;0;15,7;565;0;0;444
03-01-2024 10:00;41,6;13,5;0,8;305;0;19,8;35,6;1,9;0,35;11,4;0;17,6;565;0;0;646
03-01-2024 11:00;35,3;9,9;1,1;320;0;20,5;31,7;1,6;0,3;14,9;0;19,2;565;0;0;701
03-01-2024 12:00;31,2;7,2;1,5;286;0;20,3;27;1,6;0,26;18,3;0;20,1;564;0;0;615
03-01-2024 13:00;22,9;9,2;1,3;268;0;19,6;23,3;1,3;0,24;20,5;0;20,6;564;0;0;572
03-01-2024 14:00;26,8;7,1;2,3;253;0;20,3;22,6;1,5;0,26;22,5;0;20,6;563;0;0;433
03-01-2024 15:00;22,7;17,7;1,9;231;0;19,2;20,4;1,4;0,23;22,3;0;19,1;563;0;0;159
03-01-2024 16:00;25,6;15,2;2,1;227;0;18,9;20;1,4;0,22;23,2;0;18,8;563;0;0;139
03-01-2024 17:00;28,7;10,8;1,8;261;0;18,6;19,3;1,3;0,2;20,8;0;18;563;0;0;38
03-01-2024 18:00;26;22,4;1,8;293;0;16,4;17,1;1,3;0,18;15;0;16,8;563;0;0;14
03-01-2024 19:00;36,6;16,4;1,6;267;0;17,4;18,3;1,3;0,23;10,9;0;15,8;564;0;0;0
03-01-2024 20:00;26,5;11,7;0,5;198;0;19,1;20,3;1,2;0,25;7,3;0;14,7;564;0;0;0
03-01-2024 21:00;19,4;8,6;0,1;232;0;20,5;22,9;1,2;0,38;3,5;0;13,8;565;0;0;0
03-01-2024 22:00;28,5;7,1;0,1;260;0;22,9;31,2;1,4;0,5;0,2;0;13,2;565;0;0;0
03-01-2024 23:00;20;13,8;0,2;273;0;22,4;37,5;1,5;0,61;0,3;0;12,3;565;0;0;0
03-01-2024 24:00;19,8;15,7;0,2;269;0;21,3;45,1;1,6;0,71;0,2;0;11,4;565;0;0;0
04-01-2024 01:00;28,9;19,3;0,2;266;0;20,5;47;1,6;0,7;0;0;10,9;564;0;0;0
04-01-2024 02:00;29,2;22,7;0,3;291;0;18,7;51,2;1,7;0,73;0;0;10,5;564;0;0;0
04-01-2024 03:00;33,6;26,3;0,2;261;0;17,7;44,4;1,5;0,62;0;0;10,1;564;0;0;0
04-01-2024 04:00;24,7;20,9;0,3;285;0;16,4;36,3;1,4;0,51;0;0;9,8;564;0;0;0
04-01-2024 05:00;24,9;24,9;0,2;278;0;15,2;35,8;1,4;0,48;0;0;9,3;564;0;0;0
04-01-2024 06:00;23,2;18,8;0,1;270;0;14,1;36,3;1,5;0,48;0;0;8,8;564;0;0;0
04-01-2024 07:00;34,8;13,6;0,6;321;0;14,8;54,5;1,8;0,59;0,1;0;9,3;565;0;0;51
04-01-2024 08:00;30;20,4;0,6;19;0;17,4;57,6;2;0,62;1,4;0;11,5;565;0;0;253
04-01-2024 09:00;37,1;30,9;0,6;129;0;20,6;56,9;3,1;0,68;4,1;0;14,9;566;0;0;479
04-01-2024 10:00;39,2;22,6;0,6;311;0;21,7;47;2,7;0,56;10,1;0;17,4;565;0;0;631
04-01-2024 11:00;28,6;16,6;0,7;165;0;19,4;34,9;1,8;0,42;15,5;0;20;565;0;0;749
04-01-2024 12:00;20,8;13;1,2;281;0;19,2;28,5;1,8;0,37;21,2;0;20,8;565;0;0;803
04-01-2024 13:00;35,3;10,1;1,3;291;0;19,8;24,7;1,6;0,33;25,8;0;21,9;564;0;0;785
04-01-2024 14:00;26,2;8,1;2,4;253;0;19,8;22,2;1,5;0,35;24,9;0;20,9;564;0;0;420
04-01-2024 15:00;31,4;6,9;2,6;231;0;18,1;19,3;1,4;0,26;23,5;0;20,7;563;0;0;453
04-01-2024 16:00;25,4;6,3;2,1;219;0;17,8;18,6;1,4;0,24;22,7;0;18,8;563;0;0;57
04-01-2024 17:00;19,1;5,1;2,1;226;0;17,5;18,5;1,4;0,23;20,8;0;19,3;563;0;0;163
04-01-2024 18:00;29,8;7,6;1,5;252;0;18,4;19,3;1,5;0,24;16,8;0;18;564;0;0;36
04-01-2024 19:00;23,9;6,7;1,5;246;0;20,4;21,1;1,3;0,27;13,4;0;16,5;564;0;0;0
04-01-2024 20:00;30,1;20,8;0,6;205;0;22,6;23,7;1,3;0,33;8,5;0;15,2;564;0;0;0
04-01-2024 21:00;33,2;19,4;0,5;221;0;25,3;27,6;1,3;0,4;4,3;0;14,5;565;0;0;0
04-01-2024 22:00;25,2;23,6;0,3;180;0;22,7;24,9;1,2;0,37;4,9;0;14,2;565;0;0;0
04-01-2024 23:00;36;17,1;0,4;207;0;22;24,5;1,2;0,34;5,4;0;14,1;565;0;0;0
04-01-2024 24:00;25,9;17,8;0,3;207;0;19,6;21,5;1,2;0,26;6,4;0;13,8;565;0;0;0
05-01-2024 01:00;40,6;34,6;0,2;193;0;19;20,8;1,3;0,24;5,7;0;13,3;565;0;0;0
05-01-2024 02:00;31,6;31,6;0,2;216;0;17,6;19,4;1,3;0,22;6,2;0;13,2;564;0;0;0
05-01-2024 03:00;----;23,1;0,2;229;0;18,1;20,3;1,3;0,22;4,2;0;12,8;564;0;0;0
05-01-2024 04:00;----;16,3;0,2;287;0;19,8;22,6;1,3;0,21;2,3;0;12,2;564;0;0;0
05-01-2024 05:00;----;14,7;0,3;266;0;19,1;24;1,3;0,24;0,5;0;11,4;564;0;0;0
05-01-2024 06:00;12;10,5;0,2;246;0;18,9;37;1,5;0,36;0,2;0;11,6;564;0;0;0
05-01-2024 07:00;24,4;21,7;0,6;297;0;19,3;45,5;1,7;0,47;0,4;0;11,8;565;0;0;15
05-01-2024 08:00;25,2;15,4;0,1;287;0;20,4;51,3;2,6;0,52;1,6;0;12,8;565;0;0;152
05-01-2024 09:00;35,2;13,6;0,6;319;0;21,1;42;2,6;0,43;8;0;15;565;0;0;422
05-01-2024 10:00;38,6;15,9;0,7;318;0;22,5;37;2,1;0,38;13,7;0;17,2;565;0;0;614
05-01-2024 11:00;34,7;15,7;0,9;239;0;22;31;1,8;0,34;19,5;0;18;564;0;0;474
05-01-2024 12:00;32,7;11,5;1,2;237;0;22,8;27,8;2,2;0,33;25,9;0;19,4;564;0;0;684
05-01-2024 13:00;33;12,6;1,6;247;0;21,7;23,5;2,1;0,3;31,8;0;20,5;563;0;0;675
05-01-2024 14:00;37,4;10,7;2,1;269;0;20;20,9;1,7;0,29;33,5;0;20,3;563;0;0;446
05-01-2024 15:00;40,4;14,5;2,4;253;0;18,6;19,3;1,6;0,27;34,1;0;20,7;563;0;0;419
05-01-2024 16:00;45;12,5;1,9;240;0;17,7;18,3;1,5;0,28;31,8;0;19,1;563;0;0;157
05-01-2024 17:00;34;22,2;2;248;0;17,8;18,5;1,5;0,25;29,8;0;18,8;563;0;0;135
05-01-2024 18:00;37,3;23,4;1,7;255;0;18,4;18,9;1,4;0,28;23,7;0;17,3;563;0;0;29
05-01-2024 19:00;44,6;27;1;253;0;19,4;19,9;1,3;0,29;18,1;0;16,2;564;0;0;0
05-01-2024 20:00;31,6;26,1;1;272;0;20,6;21,2;1,4;0,32;15,4;0;15,7;564;0;0;0
05-01-2024 21:00;36,1;19,9;0,5;248;0;21,9;22,7;1,4;0,34;12,9;0;15,5;565;0;0;0
05-01-2024 22:00;37,2;23,6;0,6;236;0;23;23,9;1,4;0,36;10,8;0;14,9;565;0;0;0
05-01-2024 23:00;31,6;26,4;0,7;308;0;21,6;23;1,3;0,32;9,9;0;14,5;565;0;0;0
05-01-2024 24:00;36;23,8;1,2;338;0;21,8;23,6;1,4;0,31;8,5;0;14,4;565;0;0;0
06-01-2024 01:00;43,9;22,4;0,9;319;0;19,9;21,7;1,3;0,36;9,6;0;14;564;0;0;0
06-01-2024 02:00;32;20,6;1,2;343;0;19,7;21,3;1,7;0,33;9,6;0;12,5;564;0;0;0
06-01-2024 03:00;23,2;15,5;0,9;329;0;24,4;26,5;5,8;0,33;3,6;0;11,2;564;0;0;0
06-01-2024 04:00;32,8;18,5;0,7;314;0;21,9;24,1;4,2;0,34;5;0;10,7;564;0;0;0
06-01-2024 05:00;27,2;18,1;0,8;335;0;23,5;27,2;4,5;0,38;2,6;0;10,3;564;0;0;0
06-01-2024 06:00;35,7;20,1;0,6;323;0;24,6;30,3;3,7;0,4;0,6;0;9,6;564;0;0;0
06-01-2024 07:00;36,1;14,8;0,6;310;0;22,8;32,9;3;0,48;1,2;0;9,6;565;0;0;61
06-01-2024 08:00;40,3;23,3;0,8;320;0;22;38,5;3,9;0,54;5;0;11,6;565;0;0;258
06-01-2024 09:00;40,5;26,4;0,7;338;0;23,1;40,8;3;0,56;7,8;0;14,2;565;0;0;454
06-01-2024 10:00;39,9;19,4;1,3;323;0;23;35,4;3,7;0,52;12,6;0;16,7;565;0;0;627
06-01-2024 11:00;34,9;24,4;1;8;0;22,4;30,6;2,3;0,49;17,6;0;19,9;564;0;0;746
06-01-2024 12:00;34,4;18,6;1,7;322;0;20,7;25,5;2,4;0,44;21,2;0;20,7;564;0;0;801
06-01-2024 13:00;25,3;13,7;1,2;148;0;18,9;21,2;1,8;0,39;19,2;0;22,9;563;0;0;800
06-01-2024 14:00;18,4;9,8;2,2;137;0;17,1;18,8;1,3;0,38;16,3;0;23,1;562;0;0;661
06-01-2024 15:00;16,2;8,1;2,3;114;0;16,2;17,8;1,3;0,38;15,9;0;23,1;562;0;0;595
06-01-2024 16:00;17,2;6,6;2,3;125;0;15,9;17,9;1,4;0,39;15,3;0;22,8;562;0;0;416
06-01-2024 17:00;14,8;5;2,2;129;0;15,9;17,8;1,3;0,38;15,1;0;21,1;562;0;0;172
06-01-2024 18:00;17,7;4,5;1,1;127;0;16;17,4;1,3;0,38;14,5;0;18,8;563;0;0;15
06-01-2024 19:00;17,5;3,4;1,1;137;0;16,9;18,3;1,4;0,4;12,6;0;17;563;0;0;0
06-01-2024 20:00;17,8;7,5;0,5;223;0;17,8;18,8;1,4;0,42;11,2;0;15,6;563;0;0;0
06-01-2024 21:00;20;7;0,3;272;0;21,5;23,1;1,4;0,5;5,7;0;14,1;564;0;0;0
06-01-2024 22:00;22,1;11,6;0,9;297;0;22,7;25,9;1,5;0,54;3,4;0;13,5;564;0;0;0
06-01-2024 23:00;25,8;17,3;0,4;275;0;19,2;22;1,3;0,48;5,8;0;12,2;564;0;0;0
06-01-2024 24:00;22,7;12,5;0,7;291;0;20,3;24,3;1,3;0,53;2,9;0;11,4;564;0;0;0
07-01-2024 01:00;29,5;8,8;0,4;282;0;21,5;26,2;1,5;0,4;1,3;0;10,7;564;0;0;0
07-01-2024 02:00;25,1;12,3;0,3;281;0;18;22,8;1,4;0,35;3,5;0;9,5;564;0;0;0
07-01-2024 03:00;24,7;9,4;0,3;290;0;16,6;21,4;1,4;0,33;3,4;0;9,2;563;0;0;0
07-01-2024 04:00;18;14,2;1,1;342;0;19,2;24,9;2,3;0,34;1,4;0;9,5;564;0;0;0
07-01-2024 05:00;22,9;16,2;1;333;0;19,7;26;3,2;0,33;1,2;0;9,2;564;0;0;0
07-01-2024 06:00;17,6;16,9;0,7;310;0;19,8;24,9;3,1;0,34;1,5;0;9;564;0;0;0
07-01-2024 07:00;32,9;13,1;0,7;303;0;18,4;25,1;2,8;0,36;2;0;9,2;565;0;0;54
07-01-2024 08:00;23,3;10,3;1;356;0;16,9;27,4;3,5;0,37;6,2;0;11,9;565;0;0;261
07-01-2024 09:00;26,9;15,4;1,2;44;0;15,2;22,2;1,8;0,34;11,1;0;15,4;565;0;0;463
07-01-2024 10:00;29,7;11,6;1,1;96;0;13,7;17;1,5;0,29;14;0;17,7;565;0;0;631
07-01-2024 11:00;22,6;10,5;1,5;351;0;13,9;16,5;1,3;0,25;14,4;0;18,9;565;0;0;737
07-01-2024 12:00;16,7;8,2;1,8;146;0;13;14,8;1,3;0,21;12,2;0;20,3;564;0;0;807
07-01-2024 13:00;16,6;6,7;2,8;148;0;12,5;14,7;1,3;0,19;12,3;0;20,4;563;0;0;800
07-01-2024 14:00;12,6;5,9;2,9;132;0;12,5;15,2;1,3;0,17;11,7;0;21,2;563;0;0;733
07-01-2024 15:00;9,8;7,8;2,5;125;0;12,4;14;1,3;0,17;12,5;0;21,2;562;0;0;536
07-01-2024 16:00;10,5;8,6;1,8;135;0;12,5;13,9;1,3;0,17;13,2;0;21,3;562;0;0;430
07-01-2024 17:00;13,6;12,1;1,8;91;0;12,7;14;1,2;0,19;13,3;0;20,2;562;0;0;188
07-01-2024 18:00;11,9;8,8;1,5;79;0;14,1;15,7;1,3;0,19;11,6;0;18,6;562;0;0;26
07-01-2024 19:00;11,1;6,2;1,4;113;0;15,4;16,9;1,5;0,23;10,1;0;16,4;563;0;0;0
07-01-2024 20:00;17;10;1,2;85;0;15,3;16,6;1,5;0,23;9,7;0;15,4;563;0;0;0
07-01-2024 21:00;17,8;8,2;1;114;0;14,9;16,2;1,4;0,23;10;0;15;564;0;0;0
07-01-2024 22:00;14,8;7,9;1,1;324;0;15,3;16,8;1,3;0,25;9;0;14,5;564;0;0;0
07-01-2024 23:00;16,3;6;0,9;310;0;14,4;15,9;1,3;0,22;9,4;0;13,6;564;0;0;0
07-01-2024 24:00;23,3;7,9;0,6;301;0;15,8;17,3;1,6;0,26;6;0;12,3;564;0;0;0
08-01-2024 01:00;24,2;12,7;1,1;319;0;16,7;19;2,4;0,26;4,8;0;11,8;563;0;0;0
08-01-2024 02:00;23,5;20,9;0,9;306;0;19,8;23;2,3;0,31;1,8;0;11;563;0;0;0
08-01-2024 03:00;18,8;18,3;0,4;300;0;16,7;19,7;1,7;0,27;3,3;0;10,5;563;0;0;0
08-01-2024 04:00;24,5;14,3;0,4;276;0;16,9;19,5;2,4;0,26;2,8;0;9,9;563;0;0;0
08-01-2024 05:00;17,7;17,6;0,3;255;0;16,4;19,6;1,8;0,27;1,3;0;9;563;0;0;0
08-01-2024 06:00;15,1;12,9;0,3;275;0;14,1;19,6;1,4;0,26;1,2;0;8,6;563;0;0;0
08-01-2024 07:00;23,8;11,2;0,4;285;0;14,4;24,7;1,5;0,31;1;0;9;563;0;0;51
08-01-2024 08:00;29,6;24,1;0,8;10;0;14,8;30,2;3,3;0,35;3,8;0;11,2;564;0;0;259
08-01-2024 09:00;32,6;18,2;1;337;0;15,4;28,1;2,5;0,36;7,5;0;13,8;564;0;0;453
08-01-2024 10:00;25,9;13,2;1,5;231;0;14,9;22,6;1,8;0,29;11,4;0;16,7;564;0;0;637
08-01-2024 11:00;23,2;10,8;1,4;140;0;13,6;17;1,3;0,24;13,6;0;18,5;564;0;0;760
08-01-2024 12:00;18;8,3;1,9;134;0;13,4;15,4;1,3;0,26;13,7;0;20,2;564;0;0;816
08-01-2024 13:00;18,8;6,2;1,9;145;0;13;14,4;1,2;0,22;13,5;0;21,1;563;0;0;820
08-01-2024 14:00;14;5,4;1,8;145;0;12,7;13,7;1,2;0,2;14,3;0;22,1;562;0;0;742
08-01-2024 15:00;10,3;5,7;1,8;114;0;13,1;14,4;1,3;0,22;14,7;0;22,5;562;0;0;599
08-01-2024 16:00;14,5;5,3;1,7;225;0;14,3;15,7;1,5;0,24;19,6;0;21,9;561;0;0;419
08-01-2024 17:00;14;7,9;2,4;245;0;15,9;17,4;1,7;0,23;20,4;0;19,9;562;0;0;220
08-01-2024 18:00;10,7;8,7;1,5;258;0;15,3;16,2;1,5;0,23;14,9;0;17,9;562;0;0;40
08-01-2024 19:00;17,5;7,1;0,5;226;0;17,1;17,8;1,5;0,26;10,3;0;16,1;563;0;0;0
08-01-2024 20:00;12,8;5,9;0,1;233;0;22,1;24;1,6;0,38;3,5;0;14,5;563;0;0;0
08-01-2024 21:00;18,7;7,5;0,6;305;0;22,1;27,4;1,6;0,44;4;0;14,3;564;0;0;0
08-01-2024 22:00;19,1;7;0,7;83;0;17,8;21,5;1,4;0,36;9,9;0;14,2;564;0;0;0
08-01-2024 23:00;20,6;11,8;0,6;299;0;21,2;25,1;1,4;0,38;4,8;0;13,4;564;0;0;0
08-01-2024 24:00;24,8;11,8;0,8;310;0;22,2;26,5;1,3;0,38;2,3;0;12,4;564;0;0;0
09-01-2024 01:00;39;10,9;0,6;310;0;19,7;23,3;1,4;0,36;3,5;0;11,6;564;0;0;0
09-01-2024 02:00;35,4;29,2;0,6;312;0;18,6;22;1,3;0,34;4,2;0;11,3;564;0;0;0
09-01-2024 03:00;36,7;21,9;0,7;318;0;17,1;20,2;1,4;0,33;5;0;11;563;0;0;0
09-01-2024 04:00;27,2;16,7;0,4;310;0;16;18,7;1,3;0,3;3,7;0;9,8;563;0;0;0
09-01-2024 05:00;24,8;12,7;0,4;307;0;17,8;23,8;1,3;0,32;0,7;0;9,1;563;0;0;0
09-01-2024 06:00;34;9,4;0,4;284;0;17,7;26,3;1,4;0,35;0,4;0;8,4;564;0;0;0
09-01-2024 07:00;33,8;22,3;0,8;326;0;18,8;46;4,9;0,5;0,4;0;8,7;564;0;0;53
09-01-2024 08:00;38,5;30,3;1,1;9;0;19,4;53,4;7,8;0,6;2,5;0;10,8;565;0;0;254
09-01-2024 09:00;41,9;22,8;0,8;325;0;20,2;46,9;3,6;0,55;6;0;13,7;565;0;0;451
09-01-2024 10:00;42,7;25,5;0,7;269;0;20,4;38,6;2,3;0,48;10,5;0;16,6;565;0;0;621
09-01-2024 11:00;38,7;18,9;0,8;194;0;22;36,1;1,8;0,46;14,5;0;19,2;564;0;0;733
09-01-2024 12:00;36;14,9;1,1;230;0;25;35,2;1,7;0,49;18,5;0;21;564;0;0;570
09-01-2024 13:00;40;12,1;2,5;129;0;19,3;25,1;1,4;0,34;11,1;0;22,5;563;0;0;686
09-01-2024 14:00;30,5;9,5;1,8;176;0;18,5;22,4;1,7;0,33;17,9;0;21,9;563;0;0;489
09-01-2024 15:00;27,7;8,1;1,7;201;0;20;22,4;1,8;0,32;22;0;21,7;562;0;0;560
09-01-2024 16:00;25,2;9,3;1,6;182;0;20,1;22,6;1,6;0,33;17,2;0;21,8;562;0;0;375
09-01-2024 17:00;23,1;15,4;2,1;119;0;19,3;22,3;1,3;0,31;9,1;0;20;562;0;0;77
09-01-2024 18:00;22,4;10,7;1,5;289;0;18,9;21,3;1,7;0,31;12,4;0;19;563;0;0;36
09-01-2024 19:00;21,3;11,6;0,9;235;0;20,4;21,6;1,8;0,33;12,4;0;17,3;563;0;0;0
09-01-2024 20:00;27,2;9,6;0,9;335;0;21,5;23,4;1,4;0,37;8,7;0;16,3;564;0;0;0
09-01-2024 21:00;26;9,9;0,9;308;0;23,3;25,6;1,5;0,37;6,1;0;15,3;564;0;0;0
09-01-2024 22:00;28,1;14,2;0,5;299;0;24;26,8;1,6;0,39;4,3;0;14,5;565;0;0;0
09-01-2024 23:00;35,4;12,3;0,4;297;0;24,6;28,8;4,7;0,39;1,7;0;13,3;565;0;0;0
09-01-2024 24:00;25,4;9,8;0,5;279;0;24,1;29,8;3;0,38;1;0;12,3;565;0;0;0
10-01-2024 01:00;34,6;26,3;0,3;286;0;23,3;33,4;2,4;0,36;0,2;0;11,7;565;0;0;0
10-01-2024 02:00;33,2;20,1;0,3;288;0;22,3;35,5;2,1;0,38;0,2;0;10,9;564;0;0;0
10-01-2024 03:00;26,1;26,1;0,2;289;0;20,8;33,6;1,7;0,36;0,1;0;10;564;0;0;0
10-01-2024 04:00;28,3;21;0,4;296;0;20,6;31,7;2;0,31;0,2;0;10;564;0;0;0
10-01-2024 05:00;36,2;15,5;0,7;300;0;19,9;37,7;3,2;0,35;0,2;0;9,8;564;0;0;0
10-01-2024 06:00;26,8;19,7;0,1;232;0;18,5;35,7;2,3;0,36;0;0;8,7;565;0;0;0
10-01-2024 07:00;29,8;16,3;0,6;296;0;18,7;53,8;4,4;0,52;0,3;0;9,4;565;0;0;52
10-01-2024 08:00;39,3;25,2;0,5;5;0;21,6;73,4;11;0,73;1,9;0;12,3;565;0;0;244
10-01-2024 09:00;59;27,2;1,3;353;0;24,1;69,1;5,7;0,66;4,5;0;14,9;565;0;0;447
10-01-2024 10:00;52,2;24,3;1,4;334;0;21,2;46,8;3,3;0,48;9,5;0;17,8;565;0;0;621
10-01-2024 11:00;45,6;18;1,1;297;0;19,1;35,2;2,4;0,37;13;0;19,9;565;0;0;736
10-01-2024 12:00;42,4;18,1;1,4;301;0;18,5;28,9;2,2;0,32;15,9;0;21,7;564;0;0;823
10-01-2024 13:00;39,4;14,2;0,9;271;0;18,4;24,6;1,5;0,28;17,1;0;22;564;0;0;389
10-01-2024 14:00;28,9;10,2;1,3;174;0;20,1;24,7;1,9;0,31;23,3;0;21,8;563;0;0;362
10-01-2024 15:00;30,1;16,2;2,7;271;0;23,3;25,1;2,4;0,33;41,2;0;21,5;563;0;0;452
10-01-2024 16:00;47;16,2;2,4;262;0;22,6;23,1;2,4;0,31;39;0;19;563;0;0;52
10-01-2024 17:00;53,9;27,6;1,7;268;0;22,1;22,6;2,1;0,31;33,1;0;18,4;563;0;0;54
